id,fin_year,month,state_code,state_name,district_code,district_name,report_date,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
5527,2020-2021,July,31,UTTAR PRADESH,3136,KANPUR DEHAT,2020-07-01,1558974,185.39353020073,26,243,1086.707633186,801,1,15041,2236734,805735,72515,13442,1249,38.252,5271.719756986,83466,99642,116059,190106,93,257609,380236,15842,4146.7601238,505868,39,74.72,87.22,101.94,
5528,2020-2021,July,31,UTTAR PRADESH,3141,HAMIRPUR,2020-07-01,2131142,182.096798171376,35,113,1656.797748238,1571,0,12955,2705860,629217,59908,1211,116,38.572,6622.654171238,76081,114441,120370,232546,767,200370,369755,14526,4927.284423,1105794,45,72.93,92.34,100.71,
5529,2020-2021,July,31,UTTAR PRADESH,3152,MAHARAJGANJ,2020-07-01,4891842,190.563483952745,26,725,4286.324543722,2648,0,12444,5435665,1269903,112791,26328,2946,54.27793,14698.995073722,204392,251758,286168,488866,321,397735,643016,15092,10358.3926,2136587,46,76.55,83.33,100,
5530,2020-2021,July,31,UTTAR PRADESH,3153,BASTI,2020-07-01,5482786,186.904182852512,30,217,6009.75625622,6752,12,28345,6238733,1407371,105561,3105,235,54.06,17724.26919022,207470,241388,312828,452469,200,484554,672401,35097,11660.452934,2696508,37,91.82,91.49,100.3,
5531,2020-2021,July,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,2020-07-01,9086,159.692709399959,16,0,0,0,101,177,9766,3821,625,86,19,0,15.59559,588,663,1407,1805,0,16653,19206,177,15.59559,1707,12,6.05,64.95,108.69,
5532,2020-2021,July,31,UTTAR PRADESH,3169,AURAIYA,2020-07-01,1118362,177.097105402574,22,75,453.16017063,375,0,7661,1343952,617402,59482,6589,586,15.412,2848.67226063,59727,67438,88883,128160,27,154282,210675,8036,2380.10009,300230,30,59.89,90.24,104.77,
5533,2020-2021,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,2020-07-01,3869221,194.735276689437,22,315,3443.116973923,6101,1,27381,2914477,841405,105775,4282,516,90.798,9209.429823923,128930,148294,230000,353268,31,469024,654674,33482,5675.51485,915217,35,82.68,83.71,101,
5534,2020-2021,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2020-07-01,2366071,184.124762254721,21,91,1978.438612128,2491,1,11677,2209781,890028,118416,4186,684,24.31654,6071.509164728,103975,118942,172885,283271,42,312918,469693,14168,4068.7540126,834243,40,89.3,87.98,100.87,
5535,2020-2021,July,31,UTTAR PRADESH,3111,RAMPUR,2020-07-01,1688427,191.942254743529,20,212,2390.31453081301,1072,1,8413,1711015,361776,35538,2914,216,52.244,5726.71930081301,82867,90744,117524,156380,20,205686,261908,9485,3284.16077,306984,23,67.63,74.96,100.07,
5536,2020-2021,July,31,UTTAR PRADESH,3112,SAHARANPUR,2020-07-01,933885,183.096760495767,16,150,339.972355795,379,0,11562,1145700,529427,69486,2326,307,7.04214,2444.754080795,68868,82233,96601,145623,76,148504,210552,11941,2097.739585,381851,22,77.27,92.81,100.1,
5537,2020-2021,July,31,UTTAR PRADESH,3134,FARRUKHABAD,2020-07-01,1083751,175.597328603537,26,118,693.922597554,815,0,9781,1662651,238598,19004,1774,147,2.808,3616.301337554,61692,66760,95997,124257,12,192031,237007,10596,2919.57074,277651,33,82.7,83.86,101.66,
5538,2020-2021,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,2020-07-01,3722400,180.815023743927,27,299,3394.226459588,4078,3,25367,5162162,2536579,217523,2354,220,106.06234,12834.253245588,189500,239954,272186,434861,388,468947,698535,29445,9333.964446,1910958,43,77.72,82.81,101.7,
5539,2020-2021,July,31,UTTAR PRADESH,3148,BARABANKI,2020-07-01,3580292,182.420742947014,29,130,2658.305662304,3076,1,15528,3688473,1525219,144514,2241,192,104.76334,9491.608852304,124427,149661,220455,353197,577,506528,715629,18604,6728.53985,1022564,35,70.54,77.61,99.95,
5540,2020-2021,July,31,UTTAR PRADESH,3155,DEORIA,2020-07-01,2693964,185.319644343752,28,95,864.138502025,2933,2,13960,2793990,726674,53477,78604,5560,103.04432,6144.995153025,98051,103627,162804,201563,43,297368,355747,16893,5177.812331,913814,34,89.93,93.79,100.04,
5541,2020-2021,July,31,UTTAR PRADESH,3157,AZAMGARH,2020-07-01,4854891,186.192507786416,25,325,5332.91750123,7659,0,23126,5923136,2418639,168630,14313,882,126.37,16487.72295923,232113,252031,345710,425974,101,634024,748469,30785,11028.435458,2357407,42,77.65,89.9,100.88,
5542,2020-2021,July,31,UTTAR PRADESH,3159,BALLIA,2020-07-01,2665646,187.555398987369,27,165,1484.004007599,1640,4,19751,3339617,542396,43796,71331,5669,45.34929,7792.985286599,122145,139779,189492,267375,61,348630,461108,21391,6263.631989,1187609,41,82.85,90.78,101.18,
5543,2020-2021,July,31,UTTAR PRADESH,3163,SONBHADRA,2020-07-01,2906746,184.162858666158,26,288,2677.795178588,2915,3,17528,3460530,1080009,153706,961991,147501,55.74764,9106.553791588,131713,186686,205499,487554,470,374661,808320,20443,6373.010973,1682156,51,70.46,66.69,100.46,
5544,2020-2021,July,31,UTTAR PRADESH,3167,AMROHA,2020-07-01,1616767,165.054185739926,21,147,1172.458207487,1931,0,4934,1573975,428270,54671,518,77,37.24455,3807.614377487,74661,92823,115432,193510,105,170413,269313,6865,2597.91162,349385,13,89.84,91.52,100.7,
5545,2020-2021,July,31,UTTAR PRADESH,3170,KAUSHAMBI,2020-07-01,1430052,182.139018965492,27,145,1178.526435469,2702,26,13231,1917588,958538,100256,710,95,3.972,4675.174406469,70633,92416,107547,192501,169,244189,382899,15933,3492.675971,779621,63,81.61,75.36,101.02,
5546,2020-2021,July,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,2020-07-01,1068511,187.731819332898,24,53,498.906039814,774,2,12453,1425539,585137,62628,4252,512,44.24541,3219.341749814,57428,73426,82786,149265,148,172557,284653,13227,2676.1903,572770,46,92.44,90.59,100.88,
5547,2020-2021,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2020-07-01,3432676,183.395610277873,32,109,4797.609544242,5504,10,9840,4285556,1284113,103228,8240,581,80.91933,12738.050454242,132191,162439,197063,318864,148,357858,531122,15344,7859.52158,1805429,44,79.85,84.87,100.94,
5548,2020-2021,July,31,UTTAR PRADESH,3177,CHITRAKOOT,2020-07-01,2038074,180.782815439717,31,80,1943.642024699,1179,0,16243,2565617,1142914,96998,488,34,23.96864,6605.805310699,80803,124094,110854,220554,660,158973,297374,17422,4638.194646,1106136,52,62.74,73.86,101.32,
5549,2020-2021,July,31,UTTAR PRADESH,3180,KASHGANJ,2020-07-01,1235926,182.413749110495,25,158,2432.718040395,1937,0,6023,1531750,305672,28244,1080,64,9.724,5236.564642395,59117,73582,79893,138088,232,148817,228202,7960,2794.122602,421158,20,74.99,87.05,100.25,
5550,2020-2021,July,31,UTTAR PRADESH,3181,AMETHI,2020-07-01,2282489,180.358919884451,33,101,2088.647896037,4067,0,18641,3257133,917106,70951,10000,747,55.504,8018.681794037,98161,126625,155689,256005,333,276151,411733,22708,5874.529898,1101822,48,68.1,75.16,104.89,
5551,2020-2021,July,31,UTTAR PRADESH,3184,SAMBHAL,2020-07-01,1802188,177.099917426437,21,207,1135.385531521,368,114,10924,1464149,458405,51693,598,51,20.11912,3748.511321521,67567,77438,110509,156750,84,190476,253488,11292,2593.00667,331860,18,47.13,50.76,99.83,
5552,2020-2021,July,31,UTTAR PRADESH,3128,KHERI,2020-07-01,4307874,187.72962114041,28,686,1731.998225588,8428,0,21961,6048019,2156415,185496,65498,8261,96.988,13182.909380788,214748,259224,321428,511814,664,611365,868491,30389,11353.9231552,1372792,46,84.67,91.32,100.18,
5553,2020-2021,July,31,UTTAR PRADESH,3138,JALAUN,2020-07-01,3172608,173.973577164222,37,412,3212.240483425,3303,0,19077,4153097,1432723,119819,5835,505,29.456,10466.987897425,112236,170843,164332,350910,698,247133,488490,22380,7225.291414,1480610,40,86.81,89.22,101.47,
5554,2020-2021,July,31,UTTAR PRADESH,3142,BANDA,2020-07-01,3253273,171.925744258401,28,40,2578.741755535,3396,0,13577,2586736,710264,91408,1252,215,66.46874,7092.475615535,92245,134380,157531,336279,327,267103,524856,16973,4447.26512,1078160,67,79.47,78.77,100.96,
5555,2020-2021,July,31,UTTAR PRADESH,3147,GONDA,2020-07-01,4284106,184.143847816755,30,178,2455.626355651,4617,164,21685,3864867,857211,59947,7615,577,116.84112,9689.382282451,125349,134580,229283,279116,97,393340,466273,26302,7116.9148068,1242701,37,74.19,75.52,100.22,
5556,2020-2021,July,31,UTTAR PRADESH,3156,MAU,2020-07-01,3254578,184.75616843243,27,405,3241.368031553,1508,3,8184,3563993,1025028,76586,23675,1670,65.648,9891.712941553,131488,147471,192674,259744,90,300434,388089,9692,6584.69691,1567820,31,85.29,90.92,101.89,
5557,2020-2021,July,31,UTTAR PRADESH,3109,BIJNOR,2020-07-01,1615229,182.896715329617,15,307,1563.66743117401,779,0,15072,2221471,938702,127468,7451,747,46.26567,5672.93059217401,141039,172897,184204,291626,87,264849,394268,15851,4062.997491,575672,20,72.46,87.49,103.53,
5558,2020-2021,July,31,UTTAR PRADESH,3118,ALIGARH,2020-07-01,1725834,177.011317413827,22,176,1674.332866088,634,16,10507,2297433,676830,54687,2997,245,23.98426,5765.033546088,102725,114736,143906,193993,55,246032,321527,11141,4066.71642,538427,12,80.25,91.38,100.01,
5559,2020-2021,July,31,UTTAR PRADESH,3125,BAREILLY,2020-07-01,2480504,185.188560734696,18,557,1155.693931175,5011,2,15056,2770344,607679,71830,1202,198,23.656,6309.710112175,153261,181396,197503,311079,172,315006,455042,20067,5130.360181,445395,27,80.07,89.45,101.33,
5560,2020-2021,July,31,UTTAR PRADESH,3130,HARDOI,2020-07-01,6126128,173.977732239512,31,228,4173.486812646,4666,2,23209,5907608,2182474,166621,6053,465,42.478,14493.887240646,187322,203782,311481,424225,215,639103,810975,27875,10277.922428,1177384,31,68.78,81.93,102.31,
5561,2020-2021,July,31,UTTAR PRADESH,3133,RAE BARELI,2020-07-01,3353206,183.640632910085,22,224,1583.610832011,4108,0,22497,3484476,1163602,133470,9026,1127,117.05848,8099.583092011,151600,184647,228559,400841,157,367591,583577,26605,6398.91378,1209704,27,64.35,83.54,100,
5562,2020-2021,July,31,UTTAR PRADESH,3140,LALITPUR,2020-07-01,2862791,180.337095472826,36,136,1789.902454598,626,0,7553,3263316,780130,63045,240192,19285,53.8181,7728.689845098,90468,130621,134119,257795,1153,201118,368080,8179,5884.9692905,1284949,42,88.1,90.88,101.23,
5563,2020-2021,July,31,UTTAR PRADESH,3179,MAHOBA,2020-07-01,1032296,186.23527447766,31,40,393.650087475999,917,1,10074,1263928,384069,50374,1709,224,22.72596,2770.255827476,40668,68585,61352,167692,503,112712,283980,10991,2353.87978,491340,54,92.57,92.29,101.64,
